wonder	(～かと)疑問に思う|に驚く|を不思議に思う|驚き|不思議なもの	anc
solution	ソリューション|解決|解答|溶解|溶液	anc
fine	すばらしい|元気な|申し分ない|すてきな|晴れ|晴れている	anc
wrong	まちがった|故障して|具合が悪い	anc
shoulder	肩|(道路の)路肩	original
charge	料金|非難(する)|充電(する)|突撃(する)|告訴(する)|(義務など)を負わせる|請求する|つけにする	anc
wind	風|曲がる|巻く	anc
eye	目	anc
pressure	圧力|圧すること|押すこと|圧縮|圧搾|電圧|苦難|苦痛|(するように)圧力をかける	anc
patient	がまん強い|忍耐強い|辛抱強い|根気よく働く|患者	anc
surprise	驚き|を驚かせる	anc
beyond	〜を超えて	original
sometimes	ときどき	anc
produce	を作る|を生み出す	anc
ability	能力|腕力|才能	anc
review	見直す|復習する|批評	anc
dead	死んだ|死んでいる|活気のない	anc
date	日付|デート	anc
wave	手を振って合図する|波立つ|振る|ウェーブ|振ること|高まり	anc
addition	足し算|追加	anc
piece	一部|(全体の)一部|1つ	anc
floor	床|底|立会所	original
total	全体の|全ての|総計の|全くの|総力の|(車が)全壊する|全損する	anc
road	道	anc
special	特別な	anc
seem	と思われる	anc
lay	横たえる|並べる|置く|位置|状態|横たわる|横になる	original
behavior	振る舞い	anc
security	安全|安全保障|無事|安心|有価証券|証券(通常複数形で)	anc
memory	記憶装置|記憶|記憶力|思い出|記念	anc
promise	約束|約束する	anc
site	場所|用地|サイト	anc
task	に負担をかける|仕事|に仕事を課する|職務|事業	anc
international	国際的な|インターナショナル(国際労働者同盟)	anc
rule	規則|ルール|を支配する	anc
exist	存在する	anc
authority	権威|権威者|出典|権限|権力|許可|職務権限|当局	anc
round	丸い|〜の周り	original
save	救う|蓄える|省く	anc
church	教会	anc
immediately	すぐ接して|すぐに|早速|ただちに|直接に|直ちに	anc
everyone	すべての|すべての人|みんな	anc
instead	その代わりに	anc
lack	足りない|がない|欠ける|不足	anc
goal	目標|目的	anc
fast	速く|速い	anc
cold	風邪|冷たい	anc
sort	分類する|仕分けする|ソート|種類|人|区別する|片付ける	anc
ready	用意ができて	anc
pattern	パターン|模範|原型|模様|柄|型|傾向|模様をつける	anc
phone	電話|電話をかける|telephone	anc
contain	含む|を持つ|を収容できる|抑制する	anc
carry	を運ぶ	anc
achieve	を達成する|を完成する	anc
nor	もまた～でない|そしてまた～ない	anc
private	私用の|個人の|私有の|秘密の|(反)public	anc
below	〜の下で	original
strength	強度|兵力|力|強さ|体力|強み|長所	anc
happy	しあわせな|うれしい|glad	anc
degree	程度|度合い|学位|地位|階級|親等|(文法)級	anc
complex	コンプレックス|強迫観念|固定概念|合成物|複合体|コンビナート|総合ビル|複合の|複雑な	anc
dress	に着物を着せる|衣服を着る|正装する|ドレス	anc
pass	通る|経つ|に合格する|パス|狭い道|山道	anc
finally	ついに	anc
check	チェックする|急に止める|を抑制する|を調査する|一致する|停止|妨害|検査|照合|小切手|勘定書	anc
distance	隔たり|距離|離れた場所	anc
listen	聞く	original
positive	明白な|人為的な|肯定的な|積極的な|正の|実在|正数|原級	anc
yourself	あなた自身	anc
particularly	特に|詳しく	anc
prove	を証明する|とわかる	anc
cultural	文化的な|教養の|文化の|栽培の|培養の	anc
presence	プレゼンス|存在|物腰|面前|居ること|存在すること|出席|同席|人前|参列	anc
cover	覆う|カバーをかける|償う	anc
scale	鱗|薄片|うろこを落とす|(重さを)量る|(長さを)測る|目盛り|規模|縮尺|てんびん|(山)登る|(高いところを)きわめる	anc
operation	操作|手術|活動|軍事行動	anc
trust	を信用する|信用|信頼	anc
press	報道する|押す|抱きしめる|絞る|せがむ|アイロンをかける|出版物|新聞界|徴発	anc
chance	機会|可能性|偶然	anc
heat	加熱する|熱|暑さ|激しさ|体温|熱する|を燃やす	anc
add	加える|足す	anc
target	目的物|対象の|的	anc
statement	声明|陳述|述べたこと	anc
financial	財務の|財政上の|金融の|財界人の	anc
post	ポスト|郵便局|郵便|郵送する|柱|職|地位	anc
entire	全部揃った|全部の|全体の|まったくの	anc
buy	買う	anc
search	を捜す|を探る	anc
grow	育つ|成長する|(ある状態)になる|を育てる|を栽培する	anc
supply	を供給する|支給する|供給	anc
sister	姉妹|姉|妹	anc
picture	絵|写真|心に想いえがく	anc
unit	(学科の)単位|一人|一個|一群|部隊|あれ(stuffやthingのように軽い意味で用いられる)	anc
street	ストリート|道路|通り	anc
basis	基礎|主成分|土台|原理	anc
gain	もうける|得る|を増す|利益|増加	anc
conduct	振舞う|管理する|導く|行なう|案内する|行為|処置|経営	anc
avoid	を避ける	anc
maintain	維持する|養う|を主張している|支持する|保存する	anc
worry	心配する	anc
regard	みなす|思う	anc
legal	法律の|強制的な|法定の|合法の	anc
protect	を守る	anc
skin	皮膚(の)|皮|外皮|皮をすりむく|皮をはぐ	anc
describe	(言葉で)説明|描写する	anc
forget	を忘れる	anc
weight	重さ|おもし|重荷|重要さ|ウエイト|を重くする	anc
daughter	娘	anc
spirit	アルコールの|元気づける|心･精神|霊(魂)|気分	anc
music	音楽	anc
write	書く	anc
ago	前に	anc
reflect	反映する|反射する|よく考える	anc
percent	パーセント|百分率|割合	anc
instance	例|例に引く	anc
join	参加する|加わる|をつなぐ	anc
anyone	だれか	anc
seat	席|を着席させる	anc
military	軍隊の|軍の|陸軍の|軍人の	anc
discussion	議論|討論	anc
beautiful	美しい	anc
soul	精神|魂	anc
industry	産業|取り引き|工業|生産	anc
release	解放する|自由にする|発表する|(ガスなど)を放す|解放|公表	anc
receive	を受け取る	anc
