interest	利益|利子|興味を持たせる|興味|関心	anc
toward	〜の方へ	original
everything	すべて|すべて(のもの)|何でも	anc
week	週	anc
remember	覚えている|を思い出す	anc
situation	状態|場所|位置|立場|情勢	anc
stay	滞在する|いる|とどまる|滞在	anc
difference	違い	anc
chapter	見出し|1章|支部|総会	anc
fire	火|解雇する	anc
term	期間|用語|条件|規約|間柄	anc
property	財産|所有|資産|所有地|地所|所有権|属性|特性	anc
quite	全く|すっかり|完全に|事実上	anc
specific	特有の|特効薬|明確な|特定の	anc
occur	(出来事が偶然)起こる|心に浮かぶ	anc
claim	主張する|(根拠なしに)言い張る|(当然の権利として)要求する|主張|要求	anc
someone	誰か|だれか|ある人	anc
response	反応|返答	anc
single	独身の|一人用の|片道の|(野球)シングルヒット	anc
walk	歩く|散歩|歩くこと	anc
source	情報源|みなもと|水源(地)|出所	anc
theory	理論|理屈|学説|意見|仮定|持論	anc
especially	特に	anc
due	予定の|支払期日がきて|当然支払われるべき|支払(提出)期日|満期日|会費	anc
lot	たくさん|くじ引き|地区	anc
serve	供する|に仕える|(職務･任期･刑期)を務める|役立つ|勤務する|供給する|(食べ物)を出す	anc
figure	形|を図で表す|を象徴する|思う|考える|を心の中に描く|フィギュア|形|姿|外観|挿絵|数字	anc
economic	経済の|実用的な|経済学上の|経済上の|合理的な	anc
else	その他に	anc
near	〜の近くに	original
blood	血|血筋|家柄	anc
outside	〜の外側へ	original
car	自動車|車	anc
appear	現れる|出頭する|見える|思われる	anc
inside	〜の内側に	original
wall	壁	anc
evidence	証拠|形跡|文献証拠	anc
deal	取り引き|処理する|扱う|商う|行動する|分配する|商売|不特定の量	anc
influence	影響|影響力|支配力|に影響を与える	anc
son	息子	anc
top	頂上|上部|最初	anc
herself	彼女自身	anc
myself	私自身|自分自身	anc
treatment	治療|取り扱い|待遇	anc
represent	代表する|を表す|示す	anc
boy	少年|おや|まあ	anc
non	非|否定|拒否	anc
purpose	目的|意思|故意	anc
record	記録する|表示する|録音する|登録|成績|最高記録|経歴|レコード	anc
towards	toward	ejdict
