saving	節約する|救いの|節約|倹約(の)	anc
frank	フランク(F-人名)|あからさまな|無料送達する|率直な|公然の	anc
graphic	グラフィック|グラフの|図画の|グラフィックアートの|目のあたりに見るような|生きいきとした	anc
associate	関連づける|連想する|つきあう|仲間|同僚	anc
processor	処理装置	anc
insert	挿入する	anc
zoom	急上昇|急上昇する	anc
submission	服従|従順|寄託|提案|提出|仲裁付託|(レスリング)押さえ込みに屈すること	anc
surprise	驚き|を驚かせる	anc
hang	掛ける|つるす|絞首刑する･になる	anc
broadcast	放送する|広く|放送	anc
trailer	トレーラー|引く人|追跡者|予告編|キャンピングカー	anc
capture	を捕まえる|(注意など)を引きつける	anc
anonymous	匿名の	anc
miscellaneous	雑多な|種々雑多の|種々雑多なものからなる|多方面の	anc
revision	改訂|改正|手直し|加筆|是正|校閲|改訂版|復習	anc
dot	点を打つ|小数点|点	anc
territory	販売区域|領土|地域|地方|分野|領域|縄張り	anc
trouble	問題|悩み|苦労|悩ませる	anc
clearly	明瞭に|はっきりと|明るく	anc
vintage	(ある特定地域･時期の)ぶどう酒|古くて価値のあるもの	anc
lease	賃貸契約|(土地･建物など)を賃貸する|賃借する	anc
seminar	セミナー	anc
substance	実体|物質|実質|内容|財産|大要|薬物|麻薬	anc
adapter	改作者|翻案者|アダプター	anc
generate	生成する|発生させる	anc
diff	差分(二つの値の差)	anc
bonus	ボーナス|特別配当金|思いがけない贈り物	anc
frequently	しばしば|頻繁に	anc
reform	改革する|改心させる|改正する|改善する|を矯正する|革新|感化	anc
zero	0|ゼロ	anc
tip	先|頂点|(内々の)情報|警告|(コンピューター)チップ|祝儀|を傾ける|を開ける|を捨てる|に先をつける	anc
euro	ユーロ|EUの通貨	anc
advisor	忠告者(主に米式綴り)	anc
ratio	割合|比例|比	anc
negative	マイナスの|否定の|消極的な|陰画の	anc
whatever	どんなでも|物は何でも|どんな事が～とも|どんな～でも|いったい何	anc
math	数学|mathematics	anc
intelligence	知性|知力･知能|(他国に関する)情報|諜報	anc
checkout	チェックアウト|精算|精算カウンター	anc
junior	年少の|年少者	anc
exactly	正確に|ちょうど	anc
concert	コンサート|音楽会|演奏会|調和|一致|呼応|囃子|合奏|合唱|合意で解決する	anc
tone	に調子をつける|調子|音|口調|色調|傾向|(体の)平常の調子|正常な状態	anc
