newspaper	新聞|新聞紙	anc
capable	手腕のある|能力のある|有能な|ができる	anc
advice	助言|忠告|アドバイス	anc
discipline	訓練する|規律|訓練	anc
vol	本などの巻(かん)|volume|(vol|と表示)	anc
finding	発見|結論|(裁判官|陪審)認定|決定|裁定|結果|事実認定|付属品類	anc
assist	列席する|手伝う	anc
careful	注意深い	anc
visual	視覚の|視力の|目に見える	anc
obligation	負担|恩義|義務|債券|債務|義理|お陰	anc
educational	教育上の	anc
arrive	到着する	anc
aspect	面|様子|外観|性状|顔つき|姿|(文法)動詞の相|アスペクト	anc
stomach	食欲|胃|腹|好み|～したいという気持ち	anc
carbon	炭素(非金属元素)|元素記号C|カーボン紙	anc
weather	気候|天気	anc
specifically	明確に|特に	anc
bow	(発音 bάʊ) おじぎ|おじぎをする|屈伏する|服従させる|へさき|船首|犬の鳴き声(bow-wow)|(発音 bóʊ)弓	anc
differ	異なる	anc
priest	聖職者|司祭|祭司|奉仕者	anc
smooth	なめらかになる|ならす|円滑な|なめらかな|滑らかな|滑らかにする	anc
embrace	抱きしめる|包含する|捕える|囲む|抱擁|包囲|容認|(遠回しに)性交	anc
van	コンテナ|大型有蓋トラック|バン|小荷物車|先頭|先導者	anc
regional	局地的な|地域|地区	anc
district	区|地区|区域|地域|地方	original
flight	飛行|(飛行機の)便	anc
fat	太った|肥満(者)|脂肪|脂身|脂質	anc
unknown	未知の|知られていない|未経験の|計り知れない|未知の人	anc
sick	病気の	anc
outcome	結果|成果	anc
finance	財務|財政|賄う|資金を調達する|財政学	anc
liquid	不安定な|液体(の)|流動性の|流暢な|透明な	anc
mirror	鏡|模範|映す	anc
resolution	決議案|決議|決定|決心|決意|決断|転換|変換|分解|分解能	anc
fluid	変りやすい|流動性の|流体(の)|流動体	anc
examination	試験|調査	anc
parent	親	anc
reflection	反射|反映|熟考	anc
crack	〜にひびを入れる|割る|神経が参る|コカイン|パリッ|ピシッ|雷の音	original
darkness	暗がり|暗さ|無知|失明|秘密	anc
fault	過失|誤り|欠点|過ち|責任|断層	anc
secondary	二流の|衛星|代理人|第2の|二次的な|補助的な|(学校･教育が)中等の	anc
commitment	献身|傾倒|約束	anc
territory	販売区域|領土|地域|地方|分野|領域|縄張り	anc
extreme	極端な|非常な|極度の|過激な|最後の|窮境|危機|最後の手段	anc
phrase	言いまわし|言葉遣い|成句|熟語|慣用句|語法|句	anc
reward	褒美|報奨|報酬|償い|謝礼|懸賞金|に報いる	anc
sudden	突然の	anc
extra	割増料金|割増の|余分の|余計な|特別の|号外|余分に|臨時の	anc
cluster	かたまり|束|一団|群集|(花|果実の)房|群がる|房になる	anc
session	セッション|立会い時間|開会|会期|集まり	anc
