language	言語	anc
present	現在|プレゼント|を与える|出席している|現在の	anc
gay	ホモ|レズ|同性愛者|陽気な|快活な|同性愛の	anc
island	島	anc
track	轍|小道|競技場のトラック|鉄道路線|CDなどの録音の単位|(一周できるものに使う)	original
west	西	anc
move	動く|を動かす|を感動させる|移動	anc
human	人間|人間らしい|人間の|人	anc
document	文書|証拠書類を出す	anc
reference	参照|言及	anc
watch	を見る|注視する|腕時計	anc
player	選手|プレーヤー	anc
example	例	anc
loan	貸し付ける|貸すこと|貸し付け|ローン|貸付金|外来語	anc
hot	暑い|熱い|(味が)からい	anc
club	クラブ|部	anc
display	展示する|誇示する|を表す|展示|表現|exhibit|show	anc
let	させる	anc
category	カテゴリー|範疇|部類	anc
continue	を続ける	anc
single	独身の|一人用の|片道の|(野球)シングルヒット	anc
issue	号|発行|供給|出ること|問題点|論点|結果|支給する|出る|発する|problem	anc
trade	取り引きする|交換する|商売する|貿易する|商業|売買|通商|職業|同業者|顧客	anc
side	側面|横腹|面	anc
air	空気|態度	anc
street	ストリート|道路|通り	anc
however	しかしながら|どんなに|けれども	anc
enter	に入る|を記入する	anc
staff	スタッフ|杖|職員	anc
really	ほんとうに|とても	anc
key	鍵|手がかり|解決の鍵|鍵をかける|重要な	anc
march	行進する|進軍する|堂々と歩く|さっさと歩く	basic
series	シリーズ|連続|一組	anc
log	測定器|丸太|鈍重な人|航海日誌|を切り倒して丸太にする|を航海日誌に書き込む|を航走する	anc
result	結果|成績|結果として生じる	anc
yes	はい	anc
talk	話す	original
movie	映画	anc
update	更新する	anc
comment	論評する|注釈|論評|意見	anc
cell	細胞|組織|電池|監房|独房|密室	anc
easy	簡単な|やさしい	anc
body	身体|死体|本体|本文	anc
professional	知的職業の|プロ|専門的職業の|専門家|職業的な|商売の|本職の|玄人|教授の|学者ぶった|独断的な|故意の	anc
cart	荷車	anc
yahoo	野蛮な人間|田舎者|やっほー	original
memory	記憶装置|記憶|記憶力|思い出|記念	anc
film	フィルム|被膜	anc
medical	医学の|内科の|医学生	anc
war	戦争	anc
camera	カメラ	anc
meet	会う|を出迎える	anc
bank	銀行|預ける|(川の)土手	anc
mobile	移動できる|動きやすい|移動可能な|変わりやすい|流動性のある	anc
submit	を服従(屈服)させる|を提出する	anc
head	頭(の働き)|頭脳	anc
apply	申し込む|あてはまる|あてはめる|応用する	anc
feedback	帰ってくる意見･反応･情報|手ごたえ	anc
night	夜	anc
function	機能|社交的会合|機能する|関数	anc
young	若い	anc
again	再び|また|もう一度	anc
